R1_i,R2 net_i,R2 exch_i,R3_i,R4_i,R5_i
99.7,62.865,36.644,18.418,18.418,81.282
99.551,62.971,37.766,18.29,18.29,81.261
100.06,61.983,35.264,19.04,19.04,81.023
100.05,61.946,36.817,19.05,19.05,80.995
99.508,62.369,36.411,18.57,18.57,80.938
99.878,61.57,36.975,19.154,19.154,80.724
99.665,62.458,35.848,18.603,18.603,81.061
99.809,62.174,37.643,18.818,18.818,80.991
100.1,62.189,41.63,18.956,18.956,81.145
99.239,61.936,38.198,18.651,18.651,80.588
100.24,62.115,34.574,19.061,19.061,81.176
99.841,61.286,35.671,19.278,19.278,80.563
99.794,60.173,37.49,19.81,19.81,79.983
99.805,62.617,38.318,18.594,18.594,81.211
100.38,61.066,32.829,19.655,19.655,80.721
99.47,62.012,38.096,18.729,18.729,80.741
99.912,62.303,38.749,18.805,18.805,81.107
99.808,62.173,35.605,18.817,18.817,80.99
99.6,61.901,36.28,18.849,18.849,80.751
99.832,62.228,39.006,18.802,18.802,81.03
99.806,61.773,36.809,19.017,19.017,80.789
99.808,62.789,36.389,18.51,18.51,81.299
99.628,62.734,35.373,18.447,18.447,81.181
99.817,62.708,36.186,18.554,18.554,81.263
100.04,62.358,40.753,18.843,18.843,81.201
100.24,61.711,38.673,19.265,19.265,80.975
99.25,62.434,37.635,18.408,18.408,80.842
99.6,62.147,41.287,18.727,18.727,80.874
99.585,62.544,39.428,18.52,18.52,81.064
99.626,62.197,37.886,18.715,18.715,80.911
99.84,62.578,42.766,18.631,18.631,81.209
99.984,61.7,34.936,19.142,19.142,80.842
99.905,61.999,35.502,18.953,18.953,80.952
100.11,62.168,36.72,18.972,18.972,81.14
99.781,62.882,40.63,18.45,18.45,81.332
100.2,61.667,39.575,19.265,19.265,80.932
100.06,61.725,35.057,19.165,19.165,80.89
99.586,63.077,38.493,18.254,18.254,81.332
100.15,61.549,37.499,19.301,19.301,80.85
99.425,62.008,36.734,18.708,18.708,80.717
100.11,61.815,38.46,19.145,19.145,80.961
100.13,61.295,40.406,19.417,19.417,80.712
99.602,61.939,37.823,18.831,18.831,80.77
99.83,62.003,35.504,18.914,18.914,80.916
100.29,61.801,33.78,19.246,19.246,81.047
99.789,62.443,36.335,18.673,18.673,81.116
99.746,62.149,38.719,18.799,18.799,80.948
99.815,62.016,37.733,18.9,18.9,80.915
100.05,61.619,33.199,19.215,19.215,80.834
99.734,62.819,37.884,18.457,18.457,81.277
100.11,61.582,35.187,19.266,19.266,80.848
100.28,62.501,35.681,18.889,18.889,81.39
100.01,62.217,36.064,18.898,18.898,81.115
99.438,62.836,36.405,18.301,18.301,81.137
99.329,62.561,37.568,18.384,18.384,80.945
100.22,62.407,35.256,18.905,18.905,81.311
99.913,61.074,35.592,19.42,19.42,80.494
99.901,62.17,33.871,18.866,18.866,81.036
99.93,63.173,36.354,18.378,18.378,81.551
99.52,62.451,40.639,18.534,18.534,80.985
100.0,61.933,37.713,19.036,19.036,80.969
100.03,62.368,39.918,18.829,18.829,81.197
99.485,61.907,39.113,18.789,18.789,80.696
99.949,62.33,37.866,18.809,18.809,81.139
100.32,61.627,36.661,19.346,19.346,80.973
99.489,62.057,32.672,18.716,18.716,80.773
99.877,61.75,38.19,19.063,19.063,80.814
100.18,61.679,35.823,19.25,19.25,80.929
99.965,61.572,36.873,19.196,19.196,80.769
100.06,61.881,36.193,19.088,19.088,80.968
99.857,61.752,40.344,19.053,19.053,80.804
99.763,62.651,35.363,18.556,18.556,81.207
99.52,62.383,38.15,18.569,18.569,80.951
99.733,61.456,36.933,19.139,19.139,80.595
99.608,62.712,35.935,18.448,18.448,81.16
100.39,62.151,35.26,19.117,19.117,81.268
99.866,62.439,34.879,18.714,18.714,81.152
100.07,62.164,40.912,18.952,18.952,81.116
99.471,62.209,36.549,18.631,18.631,80.84
100.13,61.282,37.59,19.422,19.422,80.704
99.696,62.325,35.294,18.686,18.686,81.01
100.19,62.081,38.561,19.053,19.053,81.135
100.12,61.454,36.72,19.331,19.331,80.785
100.05,62.253,37.52,18.898,18.898,81.151
99.619,61.934,39.303,18.843,18.843,80.777
99.921,61.577,36.557,19.172,19.172,80.749
99.562,62.076,37.187,18.743,18.743,80.819
99.82,61.89,38.219,18.965,18.965,80.855
99.555,62.744,36.897,18.406,18.406,81.149
99.517,62.574,36.022,18.471,18.471,81.045
99.779,61.951,33.367,18.914,18.914,80.865
100.05,61.539,39.536,19.254,19.254,80.793
99.553,61.829,37.563,18.862,18.862,80.691
99.909,61.433,33.122,19.238,19.238,80.671
100.31,60.934,34.859,19.689,19.689,80.623
99.474,61.818,34.493,18.828,18.828,80.646
99.998,62.288,37.42,18.855,18.855,81.143
99.694,62.592,40.669,18.551,18.551,81.143
99.936,62.408,37.252,18.764,18.764,81.172
100.01,62.009,35.605,19.001,19.001,81.01
100.17,60.26,36.689,19.957,19.957,80.217
99.81,61.433,37.651,19.188,19.188,80.622
100.58,60.593,37.811,19.992,19.992,80.585
99.761,61.722,34.959,19.019,19.019,80.742
99.94,62.485,36.946,18.727,18.727,81.213
99.514,61.922,40.102,18.796,18.796,80.718
100.14,62.13,36.169,19.007,19.007,81.136
99.853,61.998,36.951,18.927,18.927,80.926
99.592,62.017,38.65,18.787,18.787,80.804
100.01,62.711,34.053,18.65,18.65,81.36
99.532,62.083,36.862,18.724,18.724,80.808
99.953,61.628,34.372,19.163,19.163,80.79
99.835,61.939,35.631,18.948,18.948,80.887
99.706,63.133,37.335,18.286,18.286,81.419
99.961,62.104,36.814,18.929,18.929,81.032
99.877,61.897,38.212,18.99,18.99,80.887
99.88,62.744,36.8,18.568,18.568,81.312
100.24,61.716,35.802,19.263,19.263,80.98
99.842,62.114,38.631,18.864,18.864,80.978
99.942,61.566,33.175,19.188,19.188,80.754
99.416,63.322,36.611,18.047,18.047,81.369
99.948,62.506,37.456,18.721,18.721,81.227
99.489,62.315,34.577,18.587,18.587,80.902
100.2,62.538,38.589,18.831,18.831,81.369
99.97,62.877,37.709,18.546,18.546,81.424
99.968,61.151,37.526,19.408,19.408,80.559
99.431,61.973,39.843,18.729,18.729,80.702
99.886,62.286,36.654,18.8,18.8,81.086
100.45,61.684,39.13,19.386,19.386,81.069
99.761,62.096,39.897,18.832,18.832,80.928
99.906,61.672,39.566,19.117,19.117,80.789
99.486,62.063,37.453,18.711,18.711,80.774
99.713,62.95,40.612,18.381,18.381,81.331
100.08,62.774,39.895,18.651,18.651,81.425
99.609,62.058,34.965,18.776,18.776,80.834
99.492,62.837,38.195,18.327,18.327,81.164
99.4,61.627,34.094,18.886,18.886,80.513
99.836,61.976,37.169,18.93,18.93,80.906
99.744,62.507,41.637,18.619,18.619,81.126
100.32,62.227,35.775,19.049,19.049,81.276
99.449,61.47,37.961,18.989,18.989,80.46
99.934,61.96,37.395,18.987,18.987,80.947
99.067,62.659,37.421,18.204,18.204,80.863
99.811,62.504,36.331,18.653,18.653,81.157
100.28,62.066,35.04,19.109,19.109,81.175
100.08,62.447,36.465,18.816,18.816,81.263
99.585,62.106,38.178,18.739,18.739,80.846
99.974,62.95,36.935,18.512,18.512,81.462
100.06,62.358,39.256,18.85,18.85,81.208
99.536,62.711,38.898,18.413,18.413,81.124
99.578,61.89,35.649,18.844,18.844,80.734
100.13,61.563,35.993,19.283,19.283,80.846
99.787,62.658,37.032,18.565,18.565,81.223
99.681,62.038,37.351,18.821,18.821,80.86
99.177,62.894,39.591,18.142,18.142,81.036
99.991,61.892,36.236,19.05,19.05,80.942
99.708,62.032,35.138,18.838,18.838,80.87
99.403,62.0,36.865,18.702,18.702,80.701
99.803,61.587,37.694,19.108,19.108,80.695
99.671,61.571,36.296,19.05,19.05,80.621
100.08,62.155,36.827,18.963,18.963,81.118
99.938,61.63,37.056,19.154,19.154,80.784
100.08,62.032,37.504,19.025,19.025,81.058
99.947,62.024,37.006,18.962,18.962,80.985
100.05,61.83,39.469,19.112,19.112,80.942
99.612,63.131,36.685,18.241,18.241,81.371
99.393,61.758,37.006,18.817,18.817,80.575
99.69,62.401,35.21,18.645,18.645,81.046
99.773,61.611,35.846,19.081,19.081,80.692
100.13,61.673,33.636,19.227,19.227,80.9
99.592,62.428,37.243,18.582,18.582,81.01
100.02,62.423,37.337,18.797,18.797,81.221
99.807,61.866,36.339,18.971,18.971,80.837
99.893,61.734,36.319,19.08,19.08,80.814
99.976,61.784,34.69,19.096,19.096,80.88
99.974,62.436,38.983,18.769,18.769,81.205
99.705,62.98,37.42,18.362,18.362,81.343
100.2,61.866,36.629,19.166,19.166,81.032
99.992,61.709,38.578,19.142,19.142,80.85
100.09,61.566,37.32,19.261,19.261,80.826
100.05,61.919,37.335,19.064,19.064,80.984
99.835,62.204,35.837,18.815,18.815,81.02
99.729,62.034,35.299,18.847,18.847,80.881
99.788,62.235,37.975,18.777,18.777,81.012
99.768,61.744,34.81,19.012,19.012,80.756
99.594,62.527,40.601,18.534,18.534,81.061
99.617,61.742,38.663,18.937,18.937,80.679
99.799,62.273,38.252,18.763,18.763,81.036
99.979,61.399,38.578,19.29,19.29,80.689
100.33,61.843,39.316,19.243,19.243,81.086
99.57,62.672,34.847,18.449,18.449,81.121
99.808,61.855,37.17,18.976,18.976,80.832
99.934,61.887,36.591,19.023,19.023,80.91
100.15,61.824,37.205,19.163,19.163,80.988
100.48,61.679,39.164,19.402,19.402,81.08
99.776,62.505,39.239,18.635,18.635,81.141
99.879,61.855,36.311,19.012,19.012,80.867
99.876,62.158,37.141,18.859,18.859,81.017
100.02,61.438,35.761,19.293,19.293,80.731
100.3,61.675,40.069,19.312,19.312,80.986
99.745,61.624,40.428,19.061,19.061,80.684
99.479,62.335,35.833,18.572,18.572,80.907
99.861,61.468,37.136,19.196,19.196,80.665
99.972,61.758,34.497,19.107,19.107,80.865
99.812,61.745,36.933,19.033,19.033,80.779
99.837,62.659,36.991,18.589,18.589,81.248
99.846,62.874,34.367,18.486,18.486,81.36
99.699,62.282,38.2,18.708,18.708,80.991
99.721,62.678,38.875,18.521,18.521,81.2
100.13,61.36,39.157,19.385,19.385,80.744
99.852,62.638,34.084,18.607,18.607,81.245
99.217,62.139,36.563,18.539,18.539,80.678
99.742,62.918,33.552,18.412,18.412,81.33
100.45,61.388,38.389,19.529,19.529,80.916
99.942,63.005,36.926,18.469,18.469,81.474
99.898,62.107,38.51,18.895,18.895,81.002
99.91,61.392,37.291,19.259,19.259,80.651
99.711,61.999,36.508,18.856,18.856,80.855
100.08,61.301,34.838,19.392,19.392,80.693
100.21,62.344,35.167,18.933,18.933,81.277
99.932,61.69,37.173,19.121,19.121,80.811
99.718,61.504,39.896,19.107,19.107,80.611
99.816,61.825,35.773,18.995,18.995,80.821
100.19,62.281,38.575,18.956,18.956,81.237
100.02,61.395,35.728,19.312,19.312,80.707
100.06,61.812,41.162,19.122,19.122,80.934
99.842,62.072,32.571,18.885,18.885,80.957
99.681,62.259,36.343,18.711,18.711,80.97
99.372,62.934,37.917,18.219,18.219,81.153
99.703,62.211,36.597,18.746,18.746,80.957
99.819,62.248,37.666,18.786,18.786,81.034
99.709,62.63,37.079,18.539,18.539,81.169
99.686,61.75,39.251,18.968,18.968,80.718
99.764,62.15,34.049,18.807,18.807,80.957
99.829,61.866,36.035,18.982,18.982,80.847
100.24,61.199,36.536,19.522,19.522,80.72
99.542,62.607,37.254,18.468,18.468,81.074
99.936,61.99,37.341,18.973,18.973,80.963
100.12,62.088,35.384,19.015,19.015,81.103
99.483,62.537,37.459,18.473,18.473,81.01
100.11,61.869,36.138,19.119,19.119,80.988
99.813,62.391,36.598,18.711,18.711,81.102
100.05,61.896,36.399,19.076,19.076,80.972
99.915,63.124,34.453,18.396,18.396,81.52
99.769,62.181,36.477,18.794,18.794,80.975
100.02,61.72,34.597,19.151,19.151,80.871
99.729,62.206,36.274,18.761,18.761,80.968
99.471,61.961,36.451,18.755,18.755,80.716
99.751,62.39,34.753,18.681,18.681,81.07
99.715,62.099,38.948,18.808,18.808,80.907
99.437,61.837,40.616,18.8,18.8,80.637
99.548,62.598,36.163,18.475,18.475,81.073
100.13,62.084,37.143,19.022,19.022,81.106
99.985,62.537,35.394,18.724,18.724,81.261
99.419,63.004,38.006,18.208,18.208,81.211
100.49,61.777,36.366,19.355,19.355,81.132
100.09,62.355,39.944,18.869,18.869,81.224
99.793,62.931,37.155,18.431,18.431,81.362
99.802,62.229,34.45,18.787,18.787,81.015
99.869,61.749,40.328,19.06,19.06,80.809
100.52,61.474,35.311,19.52,19.52,80.995
99.878,61.249,35.96,19.314,19.314,80.563
99.702,61.613,36.083,19.044,19.044,80.658
100.06,61.942,36.487,19.06,19.06,81.003
99.878,62.326,33.446,18.776,18.776,81.102
99.918,62.535,37.93,18.692,18.692,81.226
99.544,62.642,37.362,18.451,18.451,81.093
100.04,61.643,35.179,19.198,19.198,80.841
99.785,61.927,37.805,18.929,18.929,80.856
99.521,62.699,36.184,18.411,18.411,81.11
99.608,62.646,36.277,18.481,18.481,81.127
99.644,62.443,37.927,18.6,18.6,81.043
99.225,62.998,38.351,18.114,18.114,81.112
99.459,61.94,36.884,18.759,18.759,80.7
100.1,61.673,37.098,19.211,19.211,80.884
99.229,62.582,38.827,18.323,18.323,80.906
99.333,62.815,36.901,18.259,18.259,81.074
99.803,61.495,38.707,19.154,19.154,80.649
100.25,61.223,36.822,19.513,19.513,80.736
99.522,62.195,35.044,18.664,18.664,80.858
100.03,62.448,36.468,18.791,18.791,81.238
100.3,61.228,38.386,19.537,19.537,80.766
99.872,61.343,38.459,19.264,19.264,80.607
99.815,61.63,39.92,19.092,19.092,80.723
99.542,61.771,40.701,18.885,18.885,80.657
99.938,61.463,34.432,19.237,19.237,80.701
99.979,62.44,31.884,18.77,18.77,81.209
99.973,61.776,35.724,19.098,19.098,80.875
100.26,61.479,37.93,19.389,19.389,80.867
99.807,61.875,36.486,18.966,18.966,80.841
100.12,61.754,35.845,19.181,19.181,80.934
99.475,62.066,34.531,18.705,18.705,80.77
100.04,62.159,39.152,18.942,18.942,81.1
99.981,61.708,36.271,19.137,19.137,80.844
99.847,61.93,35.326,18.958,18.958,80.889
99.638,61.839,36.624,18.9,18.9,80.738
99.471,61.905,36.203,18.783,18.783,80.688
99.966,62.665,37.436,18.65,18.65,81.315
100.18,61.3,37.091,19.439,19.439,80.739
100.02,61.73,35.248,19.145,19.145,80.875
100.11,61.771,39.123,19.171,19.171,80.941
99.709,61.653,33.721,19.028,19.028,80.681
99.654,62.673,35.513,18.491,18.491,81.164
99.929,62.714,40.337,18.608,18.608,81.321
99.957,62.044,39.944,18.956,18.956,81.001
100.17,61.813,34.518,19.18,19.18,80.993
100.17,62.254,35.598,18.958,18.958,81.212
99.599,62.215,33.978,18.692,18.692,80.907
100.13,62.732,38.959,18.7,18.7,81.432
99.897,61.652,37.35,19.122,19.122,80.775
99.688,62.23,36.109,18.729,18.729,80.959
100.15,61.977,38.579,19.084,19.084,81.061
99.82,62.658,37.817,18.581,18.581,81.239
100.3,61.78,35.994,19.261,19.261,81.041
99.49,62.04,38.383,18.725,18.725,80.765
99.56,61.876,38.911,18.842,18.842,80.718
100.04,62.281,39.546,18.882,18.882,81.163
99.379,62.418,36.644,18.481,18.481,80.899
99.98,61.498,36.408,19.241,19.241,80.739
99.837,62.474,34.203,18.681,18.681,81.155
99.751,62.699,40.209,18.526,18.526,81.225
99.696,62.395,36.026,18.651,18.651,81.045
99.304,62.011,37.436,18.647,18.647,80.657
100.07,61.946,36.316,19.061,19.061,81.006
100.12,61.631,35.893,19.242,19.242,80.873
100.01,61.512,38.176,19.251,19.251,80.763
100.15,62.426,37.483,18.862,18.862,81.288
100.01,62.053,34.636,18.977,18.977,81.029
100.2,61.635,37.007,19.284,19.284,80.919
100.48,60.894,38.209,19.795,19.795,80.689
99.935,61.92,36.15,19.008,19.008,80.928
99.772,62.237,40.458,18.767,18.767,81.004
99.99,62.58,37.375,18.705,18.705,81.285
100.1,60.92,37.634,19.592,19.592,80.512
100.05,62.033,37.455,19.006,19.006,81.039
99.83,62.562,37.694,18.634,18.634,81.196
99.572,61.849,38.072,18.862,18.862,80.711
99.58,61.939,40.909,18.821,18.821,80.759
100.12,61.72,38.29,19.2,19.2,80.92
99.608,62.154,37.233,18.727,18.727,80.881
99.505,61.738,36.405,18.884,18.884,80.621
100.26,60.787,35.028,19.738,19.738,80.525
99.663,61.422,37.365,19.12,19.12,80.543
99.81,62.058,37.952,18.876,18.876,80.934
99.991,61.669,32.368,19.161,19.161,80.83
100.16,61.587,38.692,19.285,19.285,80.872
100.13,61.637,33.086,19.245,19.245,80.882
99.805,62.527,37.844,18.639,18.639,81.166
99.918,61.343,38.945,19.287,19.287,80.63
100.11,61.191,39.293,19.459,19.459,80.65
99.959,61.811,38.376,19.074,19.074,80.885
99.942,62.414,35.508,18.764,18.764,81.178
100.05,61.382,36.457,19.333,19.333,80.715
100.2,62.06,34.902,19.071,19.071,81.13
100.06,61.899,36.821,19.08,19.08,80.979
99.978,62.598,37.126,18.69,18.69,81.288
100.59,60.57,36.437,20.008,20.008,80.578
99.772,62.951,35.553,18.41,18.41,81.362
100.05,62.408,39.465,18.821,18.821,81.229
100.39,62.691,37.12,18.849,18.849,81.54
99.978,61.94,35.033,19.019,19.019,80.959
100.07,61.992,31.85,19.037,19.037,81.029
99.771,61.822,37.914,18.975,18.975,80.796
99.767,62.114,36.014,18.827,18.827,80.94
100.06,61.671,41.206,19.195,19.195,80.866
99.65,62.475,40.58,18.588,18.588,81.062
100.03,61.718,35.575,19.155,19.155,80.873
100.33,61.319,36.171,19.508,19.508,80.826
100.02,62.399,35.356,18.811,18.811,81.21
99.96,61.606,35.919,19.177,19.177,80.783
99.698,62.549,35.521,18.574,18.574,81.124
99.858,61.854,36.89,19.002,19.002,80.856
99.708,62.819,36.753,18.445,18.445,81.263
99.864,62.294,39.845,18.785,18.785,81.079
99.629,62.235,36.922,18.697,18.697,80.932
99.935,61.578,38.42,19.179,19.179,80.757
99.455,61.58,36.219,18.937,18.937,80.517
99.899,62.53,37.855,18.685,18.685,81.214
99.713,61.607,38.141,19.053,19.053,80.66
100.39,61.363,38.645,19.512,19.512,80.875
100.03,61.169,33.59,19.429,19.429,80.597
100.23,61.779,36.376,19.226,19.226,81.005
100.05,61.852,37.882,19.1,19.1,80.952
100.24,61.047,36.609,19.594,19.594,80.642
100.36,61.506,34.954,19.429,19.429,80.935
99.662,61.876,35.812,18.893,18.893,80.769
100.4,61.047,37.209,19.677,19.677,80.724
99.623,62.548,38.516,18.537,18.537,81.085
99.8,62.38,36.715,18.71,18.71,81.09
99.915,62.185,35.974,18.865,18.865,81.05
100.08,62.098,35.598,18.992,18.992,81.091
99.154,62.168,38.086,18.493,18.493,80.661
99.857,62.073,39.571,18.892,18.892,80.965
99.744,61.747,38.75,18.998,18.998,80.745
99.765,61.836,38.821,18.964,18.964,80.8
100.06,61.508,37.776,19.276,19.276,80.784
99.813,63.049,37.436,18.382,18.382,81.431
99.793,62.308,37.291,18.742,18.742,81.051
100.05,61.539,35.847,19.255,19.255,80.794
99.969,61.736,39.581,19.116,19.116,80.852
99.605,62.753,38.504,18.426,18.426,81.179
99.703,63.297,36.261,18.203,18.203,81.5
100.59,61.109,37.332,19.739,19.739,80.848
99.623,61.539,36.677,19.042,19.042,80.581
100.04,61.126,36.663,19.458,19.458,80.584
100.0,62.104,37.604,18.949,18.949,81.053
99.727,62.204,33.861,18.762,18.762,80.966
100.43,61.572,34.105,19.429,19.429,81.001
99.561,61.116,38.635,19.222,19.222,80.339
99.796,61.896,36.155,18.95,18.95,80.846
99.75,62.535,34.454,18.608,18.608,81.143
99.889,61.345,35.555,19.272,19.272,80.617
100.13,62.696,35.497,18.715,18.715,81.412
100.03,61.978,38.384,19.027,19.027,81.005
99.518,62.563,38.103,18.478,18.478,81.04
100.12,61.815,36.519,19.154,19.154,80.969
100.12,62.235,35.619,18.941,18.941,81.175
99.796,61.741,39.029,19.028,19.028,80.769
99.836,61.346,38.793,19.245,19.245,80.591
99.963,62.314,36.476,18.825,18.825,81.139
99.457,62.386,39.37,18.536,18.536,80.921
99.953,62.181,38.912,18.886,18.886,81.067
100.09,62.045,35.234,19.022,19.022,81.067
99.798,61.625,35.614,19.086,19.086,80.711
100.22,61.958,33.786,19.131,19.131,81.089
99.574,62.186,39.732,18.694,18.694,80.88
99.826,62.53,36.411,18.648,18.648,81.178
99.606,62.632,37.294,18.487,18.487,81.119
100.35,61.359,35.592,19.494,19.494,80.852
99.931,62.268,33.817,18.832,18.832,81.099
100.18,61.684,38.481,19.25,19.25,80.934
99.925,62.056,38.168,18.935,18.935,80.99
100.04,61.362,35.965,19.34,19.34,80.702
99.902,62.083,41.421,18.91,18.91,80.992
99.74,62.27,37.835,18.735,18.735,81.005
100.53,61.573,39.713,19.476,19.476,81.049
99.802,62.863,35.956,18.47,18.47,81.332
99.764,61.839,36.645,18.962,18.962,80.802
100.28,61.771,39.112,19.255,19.255,81.026
99.99,61.921,38.944,19.034,19.034,80.955
99.603,63.2,38.883,18.201,18.201,81.401
99.831,62.383,34.188,18.724,18.724,81.107
100.11,61.917,33.354,19.095,19.095,81.011
99.663,62.607,40.807,18.528,18.528,81.135
99.776,61.893,35.652,18.941,18.941,80.834
99.895,62.005,41.211,18.945,18.945,80.95
99.49,62.411,40.09,18.54,18.54,80.95
100.1,61.748,36.595,19.178,19.178,80.926
100.77,61.951,34.973,19.409,19.409,81.36
99.416,62.831,37.146,18.293,18.293,81.124
99.595,62.947,37.023,18.324,18.324,81.271
99.593,62.422,33.744,18.585,18.585,81.007
99.801,62.648,36.96,18.576,18.576,81.225
99.972,61.666,36.711,19.153,19.153,80.819
100.55,61.768,35.406,19.39,19.39,81.158
99.997,61.189,38.532,19.404,19.404,80.593
99.732,62.753,37.986,18.489,18.489,81.243
99.837,62.079,35.216,18.879,18.879,80.958
99.85,61.849,35.472,19.0,19.0,80.85
100.06,61.782,37.714,19.139,19.139,80.921
99.41,61.973,36.031,18.718,18.718,80.691
99.628,62.524,35.529,18.552,18.552,81.076
100.12,61.717,34.879,19.2,19.2,80.917
99.434,62.876,37.586,18.279,18.279,81.155
100.22,62.331,38.684,18.943,18.943,81.274
99.697,62.766,35.754,18.466,18.466,81.231
100.1,61.528,35.587,19.284,19.284,80.811
99.997,62.253,40.124,18.872,18.872,81.125
99.575,62.823,37.892,18.376,18.376,81.199
99.766,62.366,36.101,18.7,18.7,81.066
99.847,61.752,36.407,19.048,19.048,80.8
99.859,62.101,36.34,18.879,18.879,80.98
99.667,62.661,38.636,18.503,18.503,81.164
99.875,61.534,36.832,19.171,19.171,80.704
99.841,62.658,39.954,18.591,18.591,81.25
99.76,61.03,37.002,19.365,19.365,80.395
100.12,62.06,36.106,19.028,19.028,81.089
99.81,62.146,35.035,18.832,18.832,80.978
100.08,62.298,36.454,18.89,18.89,81.188
100.2,61.518,38.6,19.342,19.342,80.86
99.469,62.273,34.349,18.598,18.598,80.871
99.492,62.361,35.04,18.566,18.566,80.926
